ID,Age_Bin,Years_Since_Last_Promotion_Bin,Monthly_Income_Bin,Training_Hours_Last_Year_Bin,Distance_From_Home_Bin,Years_at_Company_Bin,Years_in_Current_Role_Bin,Project_Count_Bin,Absenteeism_Bin,Average_Hours_Worked_Per_Week_Bin,Hourly_Rate_Bin,Work_Life_Balance_Bin,Relationship_with_Manager_Bin,Job_Involvement_Bin,Job_Satisfaction_Bin,Performance_Rating_Bin,Work_Environment_Satisfaction_Bin,Job_Level_Bin,Number_of_Companies_Worked_Bin,Gender_Bin,Job_Role_Manager_Bin,Job_Role_Assistant_Bin,Department_HR_Bin,Department_Marketing_Bin,Marital_Status_Married_Bin,Attrition
14748,36-45,3-5,<=30k,60+,20km+,11-20,0-1,5-6,6-10,31-45,61-80,Fair,Poor,Low,Very Low,Below Avg,Low,Level 3,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14749,36-45,6-10,<=30k,31-60,0-5km,20+,7-10,7+,11+,31-45,41-60,Fair,Poor,Low,Low,Average,Low,Level 3,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14750,18-25,3-5,<=30k,60+,20km+,20+,7-10,5-6,6-10,31-45,61-80,Poor,Average,Low,High,Below Avg,Low,Level 2,1-2,Male,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14751,46-60,6-10,<=30k,60+,20km+,2-5,4-6,<=2,6-10,31-45,81-100,Fair,Average,Low,Moderate,Average,Moderate,Level 4,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14752,36-45,6-10,<=30k,11-30,20km+,11-20,10+,5-6,11+,31-45,81-100,Good,Average,Medium,Moderate,Average,High,Level 3,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14753,36-45,1-2,<=30k,31-60,0-5km,11-20,10+,3-4,6-10,46-60,41-60,Good,Poor,Low,High,Below Avg,Very High,Level 3,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14754,36-45,6-10,<=30k,60+,20km+,11-20,7-10,3-4,11+,31-45,41-60,Fair,Poor,Low,Moderate,Below Avg,Low,Level 4,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14755,36-45,6-10,<=30k,60+,6-10km,11-20,4-6,5-6,11+,31-45,61-80,Poor,Poor,Low,High,Below Avg,Low,Level 4,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14756,36-45,1-2,<=30k,60+,20km+,20+,7-10,<=2,0-2,31-45,81-100,Fair,Average,High,High,Below Avg,High,Level 1,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14757,18-25,3-5,<=30k,31-60,20km+,2-5,7-10,7+,6-10,31-45,61-80,Good,Poor,Low,High,Below Avg,Low,Level 2,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14758,26-35,3-5,<=30k,11-30,11-20km,6-10,7-10,5-6,6-10,31-45,41-60,Fair,Good,Low,Low,Below Avg,Low,Level 3,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14759,46-60,0,<=30k,60+,20km+,2-5,7-10,5-6,6-10,31-45,81-100,Fair,Poor,Low,Moderate,Below Avg,Low,Level 4,3-5,Female,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14760,46-60,6-10,<=30k,11-30,20km+,11-20,7-10,<=2,6-10,46-60,<=40,Poor,Poor,Medium,Low,Good,Very High,Level 3,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
14761,36-45,3-5,<=30k,31-60,20km+,20+,7-10,5-6,11+,31-45,81-100,Poor,Poor,Low,High,Average,High,Level 3,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14762,26-35,6-10,<=30k,11-30,20km+,11-20,4-6,3-4,3-5,46-60,<=40,Good,Poor,Medium,Low,Below Avg,Low,Level 2,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14763,36-45,1-2,<=30k,11-30,20km+,11-20,7-10,5-6,6-10,<=30,61-80,Poor,Poor,Low,Moderate,Below Avg,High,Level 4,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
14764,46-60,3-5,<=30k,11-30,11-20km,20+,2-3,5-6,11+,31-45,41-60,Good,Poor,Low,High,Below Avg,High,Level 3,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14765,18-25,6-10,<=30k,31-60,20km+,2-5,4-6,3-4,11+,31-45,61-80,Poor,Average,Low,Low,Good,Low,Level 4,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14766,36-45,3-5,<=30k,11-30,20km+,11-20,4-6,<=2,11+,31-45,41-60,Excellent,Average,Low,Very High,Below Avg,High,Level 1,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14767,18-25,6-10,<=30k,31-60,0-5km,20+,7-10,<=2,11+,46-60,41-60,Fair,Poor,Low,High,Average,Moderate,Level 5,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14768,46-60,1-2,<=30k,60+,11-20km,2-5,4-6,7+,11+,31-45,61-80,Fair,Poor,Low,Moderate,Below Avg,High,Level 3,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14769,46-60,1-2,<=30k,31-60,6-10km,20+,7-10,5-6,11+,31-45,41-60,Poor,Poor,Low,Very High,Below Avg,Moderate,Level 4,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14770,36-45,6-10,<=30k,11-30,20km+,6-10,4-6,7+,6-10,31-45,61-80,Fair,Good,Low,Very Low,Below Avg,Moderate,Level 4,1-2,Male,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14771,26-35,1-2,<=30k,31-60,20km+,11-20,7-10,<=2,11+,31-45,<=40,Fair,Poor,Medium,High,Average,High,Level 4,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14772,36-45,3-5,<=30k,31-60,11-20km,20+,7-10,3-4,6-10,46-60,61-80,Fair,Average,High,Moderate,Below Avg,Low,Level 3,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14773,46-60,3-5,<=30k,11-30,20km+,6-10,7-10,<=2,6-10,31-45,41-60,Good,Average,Low,Moderate,Below Avg,Moderate,Level 2,1-2,Female,Not Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_Yes
14774,46-60,3-5,<=30k,60+,6-10km,11-20,4-6,<=2,6-10,31-45,61-80,Fair,Poor,Low,Low,Average,Moderate,Level 3,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14775,36-45,6-10,<=30k,0-10,20km+,20+,10+,3-4,0-2,46-60,41-60,Fair,Poor,Low,Low,Average,Low,Level 1,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14776,46-60,1-2,<=30k,31-60,11-20km,11-20,7-10,3-4,11+,46-60,41-60,Fair,Poor,Low,High,Below Avg,Moderate,Level 3,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14777,36-45,1-2,<=30k,60+,11-20km,11-20,4-6,7+,11+,31-45,61-80,Poor,Poor,Low,Moderate,Below Avg,Low,Level 1,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14778,46-60,6-10,<=30k,31-60,20km+,11-20,2-3,5-6,11+,31-45,81-100,Poor,Poor,Low,Low,Average,Low,Level 4,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14779,46-60,6-10,<=30k,11-30,6-10km,2-5,7-10,5-6,11+,46-60,81-100,Poor,Poor,Medium,Low,Below Avg,Low,Level 1,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14780,26-35,3-5,<=30k,60+,11-20km,6-10,7-10,3-4,6-10,31-45,41-60,Fair,Poor,Low,Moderate,Average,High,Level 3,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
14781,46-60,3-5,<=30k,11-30,20km+,11-20,4-6,3-4,6-10,31-45,41-60,Excellent,Average,Low,Low,Below Avg,Moderate,Level 2,1-2,Female,Not Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_Yes
14782,36-45,6-10,<=30k,0-10,6-10km,11-20,7-10,<=2,6-10,31-45,61-80,Good,Poor,High,Moderate,Below Avg,Moderate,Level 4,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14783,46-60,3-5,<=30k,31-60,6-10km,11-20,7-10,3-4,0-2,46-60,<=40,Fair,Poor,Medium,High,Average,Moderate,Level 2,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14784,36-45,6-10,<=30k,60+,20km+,11-20,7-10,<=2,11+,46-60,81-100,Good,Average,Low,Very Low,Below Avg,Low,Level 3,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14785,36-45,3-5,<=30k,60+,20km+,20+,4-6,<=2,11+,31-45,41-60,Good,Poor,Low,Moderate,Below Avg,Low,Level 1,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14786,36-45,6-10,<=30k,11-30,20km+,11-20,10+,5-6,6-10,31-45,81-100,Fair,Average,Low,Moderate,Below Avg,Low,Level 4,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14787,36-45,0,<=30k,31-60,20km+,20+,4-6,3-4,11+,31-45,<=40,Good,Poor,Medium,Low,Below Avg,High,Level 3,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14788,36-45,3-5,<=30k,60+,20km+,11-20,7-10,5-6,6-10,31-45,41-60,Fair,Average,Medium,High,Good,Moderate,Level 2,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14789,26-35,6-10,<=30k,31-60,11-20km,11-20,7-10,5-6,6-10,31-45,<=40,Excellent,Average,High,Low,Below Avg,Moderate,Level 3,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14790,26-35,6-10,<=30k,60+,11-20km,11-20,10+,<=2,11+,31-45,61-80,Poor,Poor,Low,High,Average,Very High,Level 1,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
14791,46-60,6-10,<=30k,31-60,20km+,20+,10+,3-4,3-5,31-45,61-80,Fair,Poor,Low,Moderate,Below Avg,Very High,Level 3,3-5,Male,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_Yes
14792,36-45,3-5,<=30k,0-10,20km+,11-20,7-10,5-6,11+,46-60,61-80,Good,Poor,Low,High,Below Avg,Low,Level 2,1-2,Female,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_Yes
14793,46-60,1-2,<=30k,31-60,11-20km,2-5,10+,3-4,11+,46-60,61-80,Fair,Poor,High,High,Average,Low,Level 3,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14794,26-35,3-5,<=30k,31-60,11-20km,6-10,2-3,3-4,11+,31-45,<=40,Poor,Good,Medium,Very Low,Below Avg,Low,Level 4,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14795,26-35,6-10,<=30k,31-60,20km+,20+,7-10,5-6,11+,46-60,<=40,Good,Poor,Medium,High,Average,Very High,Level 2,1-2,Female,Not Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_Yes
14796,36-45,6-10,<=30k,60+,20km+,11-20,4-6,7+,6-10,31-45,81-100,Good,Poor,Medium,Low,Below Avg,High,Level 4,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14797,26-35,3-5,<=30k,60+,20km+,11-20,4-6,3-4,3-5,31-45,<=40,Poor,Poor,Medium,Very Low,Below Avg,High,Level 3,3-5,Female,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_Yes
14798,46-60,3-5,<=30k,60+,20km+,11-20,7-10,<=2,0-2,46-60,61-80,Fair,Poor,High,Low,Below Avg,Moderate,Level 2,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
14799,36-45,1-2,<=30k,60+,20km+,11-20,4-6,<=2,6-10,31-45,61-80,Good,Poor,Low,Very Low,Average,Moderate,Level 3,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14800,26-35,0,<=30k,60+,0-5km,20+,2-3,<=2,3-5,31-45,<=40,Fair,Good,Low,Low,Below Avg,Moderate,Level 3,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14801,46-60,3-5,<=30k,60+,11-20km,6-10,7-10,3-4,11+,46-60,61-80,Good,Poor,Low,Moderate,Below Avg,High,Level 1,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14802,36-45,1-2,<=30k,31-60,20km+,11-20,7-10,<=2,11+,31-45,41-60,Good,Poor,Low,Very Low,Below Avg,Very High,Level 2,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14803,18-25,3-5,<=30k,31-60,20km+,20+,7-10,3-4,3-5,46-60,61-80,Poor,Poor,Medium,Very High,Below Avg,Moderate,Level 1,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14804,46-60,1-2,<=30k,11-30,20km+,20+,4-6,5-6,11+,46-60,81-100,Excellent,Average,Medium,Low,Below Avg,Moderate,Level 2,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14805,46-60,3-5,<=30k,60+,11-20km,20+,7-10,3-4,11+,31-45,81-100,Fair,Poor,Medium,Very Low,Average,Moderate,Level 1,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14806,46-60,1-2,<=30k,0-10,20km+,11-20,7-10,5-6,6-10,46-60,81-100,Fair,Poor,Low,Low,Below Avg,High,Level 2,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14807,46-60,6-10,<=30k,60+,20km+,6-10,7-10,<=2,6-10,31-45,81-100,Fair,Poor,Low,Moderate,Below Avg,Moderate,Level 4,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14808,36-45,3-5,<=30k,60+,11-20km,20+,0-1,7+,6-10,31-45,61-80,Fair,Poor,Low,Low,Below Avg,Low,Level 4,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14809,26-35,3-5,<=30k,60+,6-10km,11-20,2-3,3-4,0-2,46-60,<=40,Fair,Poor,Low,High,Average,High,Level 4,1-2,Male,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14810,26-35,6-10,<=30k,11-30,20km+,6-10,10+,3-4,6-10,46-60,61-80,Good,Poor,Low,Very Low,Below Avg,High,Level 1,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14811,46-60,6-10,<=30k,11-30,11-20km,6-10,10+,<=2,6-10,31-45,41-60,Poor,Average,Low,Very Low,Below Avg,Very High,Level 3,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14812,36-45,3-5,<=30k,11-30,20km+,6-10,4-6,3-4,3-5,31-45,41-60,Fair,Average,Low,Very High,Average,Low,Level 2,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14813,36-45,3-5,<=30k,31-60,20km+,20+,2-3,<=2,6-10,46-60,61-80,Good,Poor,Low,Low,Average,High,Level 2,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14814,18-25,6-10,<=30k,31-60,11-20km,11-20,10+,7+,11+,46-60,81-100,Excellent,Poor,Low,Low,Below Avg,Moderate,Level 2,1-2,Male,Not Manager,Assistant,Not HR,Not Marketing,Married,Attrition_Yes
14815,36-45,1-2,<=30k,60+,11-20km,11-20,4-6,5-6,6-10,46-60,41-60,Fair,Poor,Low,Low,Below Avg,Low,Level 4,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14816,46-60,6-10,<=30k,60+,11-20km,2-5,10+,7+,6-10,31-45,81-100,Fair,Poor,Medium,Low,Average,Very High,Level 4,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14817,36-45,1-2,<=30k,60+,20km+,6-10,10+,<=2,6-10,46-60,81-100,Poor,Poor,Low,Low,Below Avg,Moderate,Level 4,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14818,46-60,6-10,<=30k,31-60,11-20km,11-20,10+,7+,0-2,46-60,<=40,Excellent,Poor,Low,Low,Good,Moderate,Level 2,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
14819,18-25,0,<=30k,31-60,11-20km,2-5,7-10,<=2,11+,31-45,<=40,Good,Poor,Low,Moderate,Below Avg,High,Level 4,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14820,36-45,1-2,<=30k,11-30,6-10km,11-20,4-6,5-6,11+,46-60,41-60,Fair,Poor,Medium,Low,Below Avg,High,Level 1,1-2,Male,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_Yes
14821,36-45,1-2,<=30k,60+,20km+,11-20,4-6,3-4,11+,31-45,<=40,Fair,Poor,Low,Low,Below Avg,Moderate,Level 4,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14822,46-60,3-5,<=30k,60+,6-10km,20+,4-6,5-6,6-10,31-45,41-60,Fair,Poor,Medium,Very Low,Average,Moderate,Level 3,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14823,36-45,3-5,<=30k,11-30,20km+,6-10,7-10,5-6,6-10,31-45,61-80,Poor,Poor,High,Very Low,Below Avg,High,Level 4,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14824,26-35,6-10,<=30k,11-30,20km+,20+,4-6,3-4,6-10,31-45,81-100,Good,Average,Low,Very Low,Average,Moderate,Level 1,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14825,46-60,1-2,<=30k,60+,20km+,6-10,2-3,3-4,0-2,31-45,81-100,Poor,Poor,Low,Low,Below Avg,High,Level 2,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
14826,26-35,3-5,<=30k,31-60,11-20km,11-20,0-1,3-4,3-5,46-60,61-80,Fair,Average,Low,Moderate,Below Avg,Moderate,Level 4,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14827,36-45,3-5,<=30k,60+,20km+,6-10,4-6,5-6,0-2,46-60,61-80,Good,Poor,Medium,Low,Below Avg,Low,Level 5,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14828,26-35,6-10,<=30k,31-60,11-20km,20+,7-10,3-4,0-2,46-60,61-80,Good,Average,Low,Moderate,Average,Moderate,Level 2,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14829,36-45,1-2,<=30k,60+,20km+,20+,7-10,<=2,11+,46-60,41-60,Poor,Poor,Medium,Very Low,Good,Moderate,Level 4,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14830,46-60,6-10,<=30k,60+,20km+,11-20,7-10,5-6,11+,31-45,61-80,Excellent,Poor,Medium,Low,Below Avg,High,Level 2,1-2,Female,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14831,18-25,3-5,<=30k,31-60,20km+,11-20,10+,3-4,6-10,46-60,61-80,Poor,Average,Medium,Moderate,Good,Moderate,Level 2,3-5,Female,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_Yes
14832,26-35,1-2,<=30k,11-30,11-20km,11-20,7-10,3-4,6-10,46-60,<=40,Fair,Poor,Medium,Low,Average,Moderate,Level 2,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14833,26-35,6-10,<=30k,60+,11-20km,11-20,7-10,5-6,6-10,46-60,61-80,Poor,Poor,Low,Very Low,Below Avg,High,Level 2,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14834,46-60,6-10,<=30k,60+,11-20km,11-20,10+,<=2,3-5,46-60,41-60,Poor,Average,Low,Low,Below Avg,High,Level 4,1-2,Female,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_Yes
14835,36-45,1-2,<=30k,0-10,11-20km,20+,4-6,3-4,3-5,46-60,81-100,Good,Poor,Low,High,Below Avg,High,Level 3,3-5,Male,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_Yes
14836,18-25,3-5,<=30k,11-30,20km+,11-20,7-10,5-6,11+,31-45,61-80,Fair,Average,Low,Low,Good,Moderate,Level 4,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14837,18-25,3-5,<=30k,60+,20km+,6-10,7-10,5-6,6-10,31-45,41-60,Poor,Poor,Low,High,Good,Moderate,Level 2,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14838,46-60,3-5,<=30k,60+,11-20km,20+,7-10,3-4,11+,31-45,81-100,Fair,Poor,Low,Moderate,Below Avg,Low,Level 1,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14839,26-35,1-2,<=30k,60+,6-10km,6-10,7-10,3-4,11+,31-45,81-100,Poor,Poor,Medium,Very Low,Average,High,Level 2,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
14840,18-25,3-5,<=30k,60+,20km+,11-20,7-10,3-4,11+,31-45,<=40,Fair,Poor,Medium,Very Low,Below Avg,High,Level 2,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14841,46-60,3-5,<=30k,11-30,6-10km,11-20,10+,5-6,11+,31-45,41-60,Fair,Poor,Low,Very High,Average,Moderate,Level 2,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14842,36-45,6-10,<=30k,60+,20km+,2-5,2-3,5-6,3-5,31-45,<=40,Good,Poor,Low,High,Average,Moderate,Level 2,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14843,46-60,6-10,<=30k,31-60,6-10km,11-20,2-3,5-6,6-10,31-45,81-100,Fair,Poor,Low,Low,Below Avg,Low,Level 4,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14844,36-45,1-2,<=30k,11-30,11-20km,20+,4-6,5-6,6-10,31-45,61-80,Fair,Poor,Low,Low,Below Avg,Moderate,Level 1,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14845,36-45,6-10,<=30k,0-10,11-20km,20+,4-6,3-4,3-5,31-45,81-100,Poor,Average,Medium,Moderate,Below Avg,Low,Level 4,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14846,18-25,6-10,<=30k,60+,20km+,11-20,7-10,7+,11+,46-60,<=40,Good,Average,Medium,Low,Below Avg,High,Level 2,1-2,Female,Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14847,36-45,3-5,<=30k,31-60,20km+,11-20,2-3,7+,6-10,31-45,81-100,Fair,Poor,Low,Moderate,Below Avg,Moderate,Level 1,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14848,18-25,3-5,<=30k,60+,11-20km,11-20,4-6,5-6,3-5,31-45,<=40,Fair,Poor,Low,Low,Below Avg,Moderate,Level 4,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14849,36-45,1-2,<=30k,31-60,6-10km,11-20,7-10,7+,11+,31-45,<=40,Good,Average,Low,Low,Below Avg,High,Level 2,1-2,Female,Not Manager,Not Assistant,Not HR,Marketing,Not Married,Attrition_Yes
14850,36-45,1-2,<=30k,11-30,20km+,20+,0-1,<=2,6-10,31-45,<=40,Good,Average,Medium,Very Low,Below Avg,High,Level 1,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14851,26-35,3-5,<=30k,11-30,20km+,6-10,10+,<=2,11+,46-60,<=40,Good,Poor,Medium,Moderate,Below Avg,Low,Level 4,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14852,26-35,3-5,<=30k,60+,6-10km,6-10,10+,5-6,11+,46-60,81-100,Fair,Poor,Medium,Moderate,Below Avg,Low,Level 1,3-5,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
14853,46-60,3-5,<=30k,60+,11-20km,11-20,7-10,5-6,6-10,46-60,41-60,Fair,Poor,Low,Very Low,Below Avg,Moderate,Level 3,1-2,Female,Not Manager,Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14854,36-45,1-2,<=30k,31-60,20km+,20+,10+,3-4,3-5,31-45,41-60,Excellent,Average,Low,Moderate,Below Avg,Moderate,Level 2,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14855,18-25,3-5,<=30k,31-60,20km+,11-20,7-10,3-4,3-5,31-45,<=40,Poor,Poor,Medium,High,Below Avg,Low,Level 2,1-2,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14856,26-35,0,<=30k,31-60,20km+,11-20,7-10,3-4,0-2,31-45,41-60,Excellent,Average,Medium,Moderate,Average,Low,Level 1,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Married,Attrition_Yes
14857,18-25,6-10,<=30k,60+,20km+,11-20,7-10,5-6,11+,31-45,61-80,Good,Average,Low,Moderate,Below Avg,Very High,Level 1,1-2,Female,Not Manager,Assistant,Not HR,Not Marketing,Married,Attrition_Yes
14858,26-35,6-10,<=30k,31-60,20km+,20+,7-10,5-6,11+,46-60,<=40,Good,Poor,Medium,High,Average,Very High,Level 2,1-2,Female,Not Manager,Not Assistant,HR,Not Marketing,Not Married,Attrition_Yes
14859,18-25,6-10,<=30k,31-60,11-20km,6-10,10+,3-4,3-5,46-60,<=40,Good,Good,Medium,Low,Below Avg,Low,Level 3,3-5,Male,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
14860,18-25,6-10,<=30k,0-10,20km+,20+,2-3,3-4,0-2,31-45,<=40,Fair,Poor,Low,Moderate,Good,Very High,Level 4,1-2,Female,Not Manager,Not Assistant,Not HR,Not Marketing,Not Married,Attrition_Yes
